,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales Availability Report,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Project,Stage,Category,Unit Type,Unit Code,Grand Total (Pricing Structure),Total Finishing Price,Unit Total with Finishing Price,Planned Delivery Date,Actual Delivery Date,Completion Progress, Land Area  (Pricing Structure), Built Area  (Pricing Structure), Basement Area  (Pricing Structure), Uncovered Basement Area  (Pricing Structure), Penthouse Area  (Pricing Structure), Semi Covered Roof Area  (Pricing Structure), Roof Area  (Pricing Structure),Garden / Outdoor Area (Pricing Structure), Garage Area  (Pricing Structure),  Pergola Area  (Pricing Structure), Storage Area  (Pricing Structure), Extra BuiltUp Area  (Pricing Structure),Finishing Specs, Club  (Pricing Structure),,
PX,PX-Phase 1,PX-Skye2-Garden-3B,Apartment,PX-1194-02-M,"ج.م.‏​26,805,000.00",ج.م.‏​0.00,"ج.م.‏​26,805,000.00",6/30/2028,,0.00,0.00,160.92,0.00,0.00,0.00,0.00,0.00,75.66,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1194-11-M,"ج.م.‏​21,354,000.00",ج.م.‏​0.00,"ج.م.‏​21,354,000.00",6/30/2028,,0.00,0.00,139.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Garden-3B,Apartment,PX-1195-01,"ج.م.‏​25,584,000.00",ج.م.‏​0.00,"ج.م.‏​25,584,000.00",6/30/2028,,0.00,0.00,152.90,0.00,0.00,0.00,0.00,0.00,73.34,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Garden-3B,Apartment,PX-1195-02,"ج.م.‏​26,805,000.00",ج.م.‏​0.00,"ج.م.‏​26,805,000.00",6/30/2028,,0.00,0.00,160.92,0.00,0.00,0.00,0.00,0.00,75.66,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1195-11,"ج.م.‏​21,354,000.00",ج.م.‏​0.00,"ج.م.‏​21,354,000.00",6/30/2028,,0.00,0.00,139.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-3B+N,Apartment,PX-1195-13,"ج.م.‏​25,062,000.00",ج.م.‏​0.00,"ج.م.‏​25,062,000.00",6/30/2028,,0.00,0.00,171.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1195-21,"ج.م.‏​21,185,000.00",ج.م.‏​0.00,"ج.م.‏​21,185,000.00",6/30/2028,,0.00,0.00,138.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-3B+N,Apartment,PX-1197-13,"ج.م.‏​22,370,000.00",ج.م.‏​0.00,"ج.م.‏​22,370,000.00",6/30/2028,,0.00,0.00,171.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-3B+N,Apartment,PX-1197-23,"ج.م.‏​22,370,000.00",ج.م.‏​0.00,"ج.م.‏​22,370,000.00",6/30/2028,,0.00,0.00,170.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1198-11-M,"ج.م.‏​19,079,000.00",ج.م.‏​0.00,"ج.م.‏​19,079,000.00",6/30/2028,,0.00,0.00,139.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-3B+N,Apartment,PX-1198-13-M,"ج.م.‏​22,370,000.00",ج.م.‏​0.00,"ج.م.‏​22,370,000.00",6/30/2028,,0.00,0.00,171.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1198-21-M,"ج.م.‏​19,079,000.00",ج.م.‏​0.00,"ج.م.‏​19,079,000.00",6/30/2028,,0.00,0.00,138.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-1B,Apartment,PX-1198-22-M,"ج.م.‏​12,676,000.00",ج.م.‏​0.00,"ج.م.‏​12,676,000.00",6/30/2028,,0.00,0.00,77.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-3B+N,Apartment,PX-1198-23-M,"ج.م.‏​22,370,000.00",ج.م.‏​0.00,"ج.م.‏​22,370,000.00",6/30/2028,,0.00,0.00,170.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Garden-3B,Apartment,PX-1199-01,"ج.م.‏​22,835,000.00",ج.م.‏​0.00,"ج.م.‏​22,835,000.00",6/30/2028,,0.00,0.00,152.90,0.00,0.00,0.00,0.00,0.00,73.34,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1199-11,"ج.م.‏​19,079,000.00",ج.م.‏​0.00,"ج.م.‏​19,079,000.00",6/30/2028,,0.00,0.00,139.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-3B+N,Apartment,PX-1199-13,"ج.م.‏​22,370,000.00",ج.م.‏​0.00,"ج.م.‏​22,370,000.00",6/30/2028,,0.00,0.00,171.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1199-21,"ج.م.‏​19,079,000.00",ج.م.‏​0.00,"ج.م.‏​19,079,000.00",6/30/2028,,0.00,0.00,138.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-1B,Apartment,PX-1199-22,"ج.م.‏​12,676,000.00",ج.م.‏​0.00,"ج.م.‏​12,676,000.00",6/30/2028,,0.00,0.00,77.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-3B+N,Apartment,PX-1199-23,"ج.م.‏​22,370,000.00",ج.م.‏​0.00,"ج.م.‏​22,370,000.00",6/30/2028,,0.00,0.00,170.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Garden-3B,Apartment,PX-1200-01-M,"ج.م.‏​22,835,000.00",ج.م.‏​0.00,"ج.م.‏​22,835,000.00",6/30/2028,,0.00,0.00,152.90,0.00,0.00,0.00,0.00,0.00,73.34,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Garden-3B,Apartment,PX-1200-02-M,"ج.م.‏​23,920,000.00",ج.م.‏​0.00,"ج.م.‏​23,920,000.00",6/30/2028,,0.00,0.00,160.92,0.00,0.00,0.00,0.00,0.00,75.66,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1200-11-M,"ج.م.‏​19,079,000.00",ج.م.‏​0.00,"ج.م.‏​19,079,000.00",6/30/2028,,0.00,0.00,139.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-3B+N,Apartment,PX-1200-13-M,"ج.م.‏​22,370,000.00",ج.م.‏​0.00,"ج.م.‏​22,370,000.00",6/30/2028,,0.00,0.00,171.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1200-21-M,"ج.م.‏​19,079,000.00",ج.م.‏​0.00,"ج.م.‏​19,079,000.00",6/30/2028,,0.00,0.00,138.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-3B+N,Apartment,PX-1200-23-M,"ج.م.‏​22,370,000.00",ج.م.‏​0.00,"ج.م.‏​22,370,000.00",6/30/2028,,0.00,0.00,170.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Garden-3B,Apartment,PX-1201-01,"ج.م.‏​22,835,000.00",ج.م.‏​0.00,"ج.م.‏​22,835,000.00",6/30/2028,,0.00,0.00,152.90,0.00,0.00,0.00,0.00,0.00,73.34,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1201-11,"ج.م.‏​19,079,000.00",ج.م.‏​0.00,"ج.م.‏​19,079,000.00",6/30/2028,,0.00,0.00,139.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-3B+N,Apartment,PX-1201-13,"ج.م.‏​22,370,000.00",ج.م.‏​0.00,"ج.م.‏​22,370,000.00",6/30/2028,,0.00,0.00,171.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1201-21,"ج.م.‏​19,079,000.00",ج.م.‏​0.00,"ج.م.‏​19,079,000.00",6/30/2028,,0.00,0.00,138.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-3B+N,Apartment,PX-1201-23,"ج.م.‏​22,370,000.00",ج.م.‏​0.00,"ج.م.‏​22,370,000.00",6/30/2028,,0.00,0.00,170.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Garden-3B,Apartment,PX-1202-01,"ج.م.‏​23,980,000.00",ج.م.‏​0.00,"ج.م.‏​23,980,000.00",6/30/2028,,0.00,0.00,152.90,0.00,0.00,0.00,0.00,0.00,73.34,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1202-11,"ج.م.‏​20,027,000.00",ج.م.‏​0.00,"ج.م.‏​20,027,000.00",6/30/2028,,0.00,0.00,139.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dusk2-Typical-3B,Apartment,PX-1204-11-M,"ج.م.‏​21,579,000.00",ج.م.‏​0.00,"ج.م.‏​21,579,000.00",6/30/2028,,0.00,0.00,156.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dusk2-Typical-3B,Apartment,PX-1204-12-M,"ج.م.‏​22,614,000.00",ج.م.‏​0.00,"ج.م.‏​22,614,000.00",6/30/2028,,0.00,0.00,164.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dusk2-Typical-3B,Apartment,PX-1204-22-M,"ج.م.‏​22,614,000.00",ج.م.‏​0.00,"ج.م.‏​22,614,000.00",6/30/2028,,0.00,0.00,164.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1205-11,"ج.م.‏​20,218,000.00",ج.م.‏​0.00,"ج.م.‏​20,218,000.00",6/30/2028,,0.00,0.00,139.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1205-21,"ج.م.‏​20,218,000.00",ج.م.‏​0.00,"ج.م.‏​20,218,000.00",6/30/2028,,0.00,0.00,138.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-1B,Apartment,PX-1205-22,"ج.م.‏​13,408,000.00",ج.م.‏​0.00,"ج.م.‏​13,408,000.00",6/30/2028,,0.00,0.00,77.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Garden-3B,Apartment,PX-1206-01-M,"ج.م.‏​24,209,000.00",ج.م.‏​0.00,"ج.م.‏​24,209,000.00",6/30/2028,,0.00,0.00,152.90,0.00,0.00,0.00,0.00,0.00,73.34,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1206-11-M,"ج.م.‏​20,218,000.00",ج.م.‏​0.00,"ج.م.‏​20,218,000.00",6/30/2028,,0.00,0.00,139.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Typical-3B,Apartment,PX-1207-11,"ج.م.‏​23,799,000.00",ج.م.‏​0.00,"ج.م.‏​23,799,000.00",6/30/2028,,0.00,0.00,171.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Penthouse-2B,Apartment,PX-1207-32,"ج.م.‏​18,117,000.00",ج.م.‏​0.00,"ج.م.‏​18,117,000.00",6/30/2028,,0.00,0.00,119.16,0.00,0.00,0.00,0.00,8.93,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Typical-3B,Apartment,PX-1208-11-M,"ج.م.‏​23,799,000.00",ج.م.‏​0.00,"ج.م.‏​23,799,000.00",6/30/2028,,0.00,0.00,171.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Typical-3B,Apartment,PX-1208-21-M,"ج.م.‏​23,799,000.00",ج.م.‏​0.00,"ج.م.‏​23,799,000.00",6/30/2028,,0.00,0.00,171.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Typical-2B,Apartment,PX-1208-22-M,"ج.م.‏​20,017,000.00",ج.م.‏​0.00,"ج.م.‏​20,017,000.00",6/30/2028,,0.00,0.00,138.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Garden-3B,Apartment,PX-1209-02,"ج.م.‏​25,361,000.00",ج.م.‏​0.00,"ج.م.‏​25,361,000.00",6/30/2028,,0.00,0.00,160.92,0.00,0.00,0.00,0.00,0.00,75.66,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1209-11,"ج.م.‏​20,218,000.00",ج.م.‏​0.00,"ج.م.‏​20,218,000.00",6/30/2028,,0.00,0.00,139.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-3B+N,Apartment,PX-1209-13,"ج.م.‏​23,715,000.00",ج.م.‏​0.00,"ج.م.‏​23,715,000.00",6/30/2028,,0.00,0.00,171.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1209-21,"ج.م.‏​20,218,000.00",ج.م.‏​0.00,"ج.م.‏​20,218,000.00",6/30/2028,,0.00,0.00,138.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-3B+N,Apartment,PX-1209-23,"ج.م.‏​23,715,000.00",ج.م.‏​0.00,"ج.م.‏​23,715,000.00",6/30/2028,,0.00,0.00,170.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1210-11-M,"ج.م.‏​20,218,000.00",ج.م.‏​0.00,"ج.م.‏​20,218,000.00",6/30/2028,,0.00,0.00,139.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-2B,Apartment,PX-1210-21-M,"ج.م.‏​20,218,000.00",ج.م.‏​0.00,"ج.م.‏​20,218,000.00",6/30/2028,,0.00,0.00,138.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Garden-3B,Apartment,PX-1211-02-M,"ج.م.‏​25,361,000.00",ج.م.‏​0.00,"ج.م.‏​25,361,000.00",6/30/2028,,0.00,0.00,160.92,0.00,0.00,0.00,0.00,0.00,75.66,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Garden-2B,Apartment,PX-1213-01,"ج.م.‏​21,548,000.00",ج.م.‏​0.00,"ج.م.‏​21,548,000.00",6/30/2028,,0.00,0.00,129.86,0.00,0.00,0.00,0.00,0.00,69.96,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Typical-2B,Apartment,PX-1213-12,"ج.م.‏​19,829,000.00",ج.م.‏​0.00,"ج.م.‏​19,829,000.00",6/30/2028,,0.00,0.00,138.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Skye2-Typical-1B,Apartment,PX-1216-22-M,"ج.م.‏​14,507,000.00",ج.م.‏​0.00,"ج.م.‏​14,507,000.00",6/30/2028,,0.00,0.00,77.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dusk1-Typical-3B,Apartment,PX-1217-11,"ج.م.‏​21,784,000.00",ج.م.‏​0.00,"ج.م.‏​21,784,000.00",6/30/2028,,0.00,0.00,156.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dusk1-Typical-3B,Apartment,PX-1217-22,"ج.م.‏​22,831,000.00",ج.م.‏​0.00,"ج.م.‏​22,831,000.00",6/30/2028,,0.00,0.00,164.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Garden-2B,Apartment,PX-1218-01,"ج.م.‏​21,548,000.00",ج.م.‏​0.00,"ج.م.‏​21,548,000.00",6/30/2028,,0.00,0.00,129.86,0.00,0.00,0.00,0.00,0.00,69.96,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Garden-2B,Apartment,PX-1218-02,"ج.م.‏​20,943,000.00",ج.م.‏​0.00,"ج.م.‏​20,943,000.00",6/30/2028,,0.00,0.00,130.88,0.00,0.00,0.00,0.00,0.00,51.72,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Typical-3B,Apartment,PX-1218-11,"ج.م.‏​23,574,000.00",ج.م.‏​0.00,"ج.م.‏​23,574,000.00",6/30/2028,,0.00,0.00,171.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Typical-3B,Apartment,PX-1218-21,"ج.م.‏​26,273,000.00",ج.م.‏​0.00,"ج.م.‏​26,273,000.00",6/30/2028,,0.00,0.00,171.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Typical-2B,Apartment,PX-1218-22,"ج.م.‏​22,080,000.00",ج.م.‏​0.00,"ج.م.‏​22,080,000.00",6/30/2028,,0.00,0.00,138.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Penthouse-2B+N,Apartment,PX-1218-31,"ج.م.‏​23,411,000.00",ج.م.‏​0.00,"ج.م.‏​23,411,000.00",6/30/2028,,0.00,0.00,139.46,0.00,0.00,0.00,0.00,19.98,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Penthouse-2B,Apartment,PX-1218-32,"ج.م.‏​19,786,000.00",ج.م.‏​0.00,"ج.م.‏​19,786,000.00",6/30/2028,,0.00,0.00,119.16,0.00,0.00,0.00,0.00,8.93,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dusk2-Garden-3B,Apartment,PX-1219-01,"ج.م.‏​23,458,000.00",ج.م.‏​0.00,"ج.م.‏​23,458,000.00",6/30/2028,,0.00,0.00,152.15,0.00,0.00,0.00,0.00,0.00,62.55,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dusk2-Garden-3B,Apartment,PX-1219-02,"ج.م.‏​22,179,000.00",ج.م.‏​0.00,"ج.م.‏​22,179,000.00",6/30/2028,,0.00,0.00,144.18,0.00,0.00,0.00,0.00,0.00,56.53,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dusk2-Typical-3B,Apartment,PX-1219-11,"ج.م.‏​24,038,000.00",ج.م.‏​0.00,"ج.م.‏​24,038,000.00",6/30/2028,,0.00,0.00,156.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dusk2-Typical-3B,Apartment,PX-1219-12,"ج.م.‏​25,200,000.00",ج.م.‏​0.00,"ج.م.‏​25,200,000.00",6/30/2028,,0.00,0.00,164.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dusk2-Typical-3B,Apartment,PX-1219-21,"ج.م.‏​24,038,000.00",ج.م.‏​0.00,"ج.م.‏​24,038,000.00",6/30/2028,,0.00,0.00,156.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dusk2-Typical-3B,Apartment,PX-1219-22,"ج.م.‏​25,200,000.00",ج.م.‏​0.00,"ج.م.‏​25,200,000.00",6/30/2028,,0.00,0.00,164.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dusk2-Garden-3B,Apartment,PX-1220-02,"ج.م.‏​22,179,000.00",ج.م.‏​0.00,"ج.م.‏​22,179,000.00",6/30/2028,,0.00,0.00,144.18,0.00,0.00,0.00,0.00,0.00,56.53,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dusk2-Typical-3B,Apartment,PX-1220-11,"ج.م.‏​24,038,000.00",ج.م.‏​0.00,"ج.م.‏​24,038,000.00",6/30/2028,,0.00,0.00,156.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dusk2-Typical-3B,Apartment,PX-1220-12,"ج.م.‏​25,200,000.00",ج.م.‏​0.00,"ج.م.‏​25,200,000.00",6/30/2028,,0.00,0.00,164.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dusk2-Typical-3B,Apartment,PX-1220-21,"ج.م.‏​24,038,000.00",ج.م.‏​0.00,"ج.م.‏​24,038,000.00",6/30/2028,,0.00,0.00,156.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dusk2-Typical-3B,Apartment,PX-1220-22,"ج.م.‏​25,200,000.00",ج.م.‏​0.00,"ج.م.‏​25,200,000.00",6/30/2028,,0.00,0.00,164.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Garden-2B,Apartment,PX-1221-01,"ج.م.‏​21,548,000.00",ج.م.‏​0.00,"ج.م.‏​21,548,000.00",6/30/2028,,0.00,0.00,129.86,0.00,0.00,0.00,0.00,0.00,69.96,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Typical-2B,Apartment,PX-1221-12,"ج.م.‏​22,080,000.00",ج.م.‏​0.00,"ج.م.‏​22,080,000.00",6/30/2028,,0.00,0.00,138.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Typical-2B,Apartment,PX-1221-22,"ج.م.‏​22,080,000.00",ج.م.‏​0.00,"ج.م.‏​22,080,000.00",6/30/2028,,0.00,0.00,138.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
PX,PX-Phase 1,PX-Dawn-Garden-2B,Apartment,PX-1222-01-M,"ج.م.‏​21,548,000.00",ج.م.‏​0.00,"ج.م.‏​21,548,000.00",6/30/2028,,0.00,0.00,129.86,0.00,0.00,0.00,0.00,0.00,69.96,0.00,0.00,0.00,0.00,FFAI,ج.م.‏​0.00,,
